,Compound Score,Negative Score,Neutral Score,News Organization,Positive Score,Tweet,Tweet Number
327,0.0,0.0,1.0,@FoxNews,0.0,".@JudgeJeanine: ""There have been times in our history where corruption and lawlessness were so pervasive, that exam… https://t.co/ch5iDTkxxW",27
328,0.0,0.0,1.0,@FoxNews,0.0,"Intruder shot in Pennsylvania home invasion attempt was homeowner's relative, police say https://t.co/GLQCZ1cKBV",28
329,0.0,0.0,1.0,@FoxNews,0.0,#ALSen Poll Average: Moore leads Jones 49.1% to 45.3%. https://t.co/1EIM8OFjvy,29
330,0.5267,0.0,0.812,@FoxNews,0.188,".@GOPLeader: ""I have never watched a President so engaged... He wants to keep his promise to create more jobs and m… https://t.co/RU4nIm3bbK",30
331,0.3612,0.0,0.706,@FoxNews,0.294,Do you agree with @JudgeJeanine? https://t.co/gllDDJFkna https://t.co/eCZmbrOiET,31
332,-0.34,0.167,0.833,@FoxNews,0.0,'Nancy Pelosi Is a Stooge': Bossie Reacts After House Minority Leader Criticizes Trump https://t.co/mIR88peLdE,32
333,0.3182,0.15,0.612,@FoxNews,0.238,"Haley: Trump's Jerusalem decision will 'fastball' peace, stop Israel 'bashing' https://t.co/xvsPJ0HS4D",33
334,0.7717,0.0,0.739,@FoxNews,0.261,RT @EricShawnTV: I anchor at 6pm ET @FoxNews: The @POTUS @realDonaldTrump Peace plan for #Israel and the #Palestinians. Can he succeed? Her…,34
335,-0.8481,0.406,0.594,@FoxNews,0.0,Netanyahu slams Turkey's Erdogan for claiming Israel is 'terrorist state' that 'kills children' https://t.co/GH4kgtHMOX,35
336,0.5994,0.0,0.786,@FoxNews,0.214,".@PressSec: ""It's laughable that President Obama thinks he has anything to do with the success of where the economy… https://t.co/0kFm8uaokf",36
337,0.6808,0.0,0.752,@FoxNews,0.248,"Mike Eruzione, 1980 U.S. Men's Hockey Captain: ""[@POTUS] is somebody that you should respect. Whether you agree or… https://t.co/PsJTcCcjON",37
338,0.0772,0.0,0.92,@FoxNews,0.08,".@HeyTammyBruce: ""Since [@POTUS] was elected, 2.2 million jobs were created... We want that to continue."" https://t.co/lLHFVOxS3I",38
339,0.3612,0.0,0.889,@FoxNews,0.111,"Catholic priest tells black family he was 'blinded by hate,' apologizes for burning cross 40 years ago on their law… https://t.co/yYp2wOXPum",39
340,0.3612,0.0,0.706,@FoxNews,0.294,Do you agree with @JudgeJeanine? https://t.co/gllDDJWVLK https://t.co/n5U8fvV8OP,40
341,0.0,0.0,1.0,@FoxNews,0.0,"Presidents @BillClinton, George W. Bush, and @BarackObama all declared Jerusalem the capital of Israel. https://t.co/Ah7klpcFFy",41
342,-0.6597,0.375,0.625,@FoxNews,0.0,Rutgers announces punishment for professor accused of making anti-Semitic remarks https://t.co/DEfcQtRVpG,42
343,0.0,0.0,1.0,@FoxNews,0.0,The San Diego Fire-Rescue Department suited up Emily the arson investigation dog amid concern she was inhaling smok… https://t.co/StVyPJ6lQr,43
344,-0.0772,0.28,0.514,@FoxNews,0.206,".@WWE wrestler Rich Swann arrested, charged with battery of wrestler wife. https://t.co/9sNI5GCsUR",44
345,-0.4019,0.144,0.856,@FoxNews,0.0,"On @ffweekend, @SheriffClarke slammed Rep. John Lewis for boycotting @POTUS's appearance at a Civil Rights museum i… https://t.co/ThZPN1yHx5",45
346,0.0,0.0,1.0,@FoxNews,0.0,Boxer Stephen Smith's ear almost ripped off in Vegas bout https://t.co/ZyyeRusMD8,46
347,0.3182,0.15,0.612,@FoxNews,0.238,"Haley: Trump's Jerusalem decision will 'fastball' peace, stop Israel 'bashing' https://t.co/xvsPJ0HS4D",47
348,0.0,0.0,1.0,@FoxNews,0.0,Princes William and Harry pick sculptor for Princess Diana statue https://t.co/TQ7F6Mso9F,48
349,0.0,0.0,1.0,@FoxNews,0.0,#ALSen Poll Average: Moore leads Jones 49.1% to 45.3%. https://t.co/6Y2a2VAfBf,49
350,0.3818,0.0,0.822,@FoxNews,0.178,Sarah Sanders: 'Laughable' for Obama to Try to Take Credit for Economy https://t.co/BxoqvvIAM8,50
351,-0.128,0.29,0.467,@FoxNews,0.243,Comedian @hannibalburess arrested for disorderly intoxication https://t.co/oAqQxCQMKU,51
352,0.0,0.0,1.0,@FoxNews,0.0,.@Wendys trolls fast food hack on Twitter https://t.co/Ti1zUMjJ3y,52
353,0.0,0.0,1.0,@FoxNews,0.0,".@GovMikeHuckabee: ""[@ChelseaHandler's] called a late night host. I think it's so late now that she's not on anymor… https://t.co/z0LKHSdXqr",53
354,0.5423,0.0,0.741,@FoxNews,0.259,.@nikkihaley: Jerusalem Decision Will Speed Up Middle East Peace Process https://t.co/GvI110MnKT,54
355,0.34,0.0,0.821,@FoxNews,0.179,"Hillary Clinton portrait alerts security dogs, causes road closures in Miami https://t.co/crgFOpcXCM",55
356,0.5267,0.0,0.848,@FoxNews,0.152,".@JudgeJeanine: ""There is a cleansing needed in our FBI and Department of Justice. It needs to be cleansed of indiv… https://t.co/EQixmUybUe",56
357,0.4019,0.0,0.816,@FoxNews,0.184,"Comstock opposes GOP support for Moore, suggests he'll face Hill ethics probe https://t.co/uxLqnZwwNt",57
358,0.3612,0.0,0.839,@FoxNews,0.161,.@NancyPelosi suggests @POTUS early days in office like neophyte performing 'brain surgery' https://t.co/WLfeOGxAOs https://t.co/UIfS8LqtL2,58
359,0.0,0.0,1.0,@FoxNews,0.0,WATCH Part 2 of @nikkihaley's interview about @POTUS' Jerusalem decision and North Korea sanctions on… https://t.co/vxHSb2PmTk,59
360,-0.296,0.099,0.901,@FoxNews,0.0,".@SheriffClarke: ""If it weren't for the Republicans in Congress in the 1960s, there would be no Civil Rights Act. T… https://t.co/oh6PowT7Nn",60
361,-0.4019,0.144,0.856,@FoxNews,0.0,"On @ffweekend, @SheriffClarke slammed Rep. John Lewis for boycotting @POTUS's appearance at a Civil Rights museum i… https://t.co/rzkhptkwKc",61
362,0.0,0.0,1.0,@FoxNews,0.0,WATCH Part 1 of @nikkihaley's interview about @POTUS' Jerusalem decision and North Korea sanctions on… https://t.co/4ywwlcXajG,62
363,0.0,0.0,1.0,@FoxNews,0.0,TONIGHT: Brian @Kilmeade Goes Inside the Life and Legacy of Andrew Jackson - Tune in at 8p &amp; 11p ET on Fox News Cha… https://t.co/MVXkKU7bA0,63
364,-0.2732,0.244,0.593,@FoxNews,0.163,"Swiss woman angry over champagne refusal ejected from plane 

https://t.co/DsVESiiYWO",64
365,0.0516,0.088,0.816,@FoxNews,0.095,"RT @EricShawnTV: I anchor @FoxNews at 4 &amp; 6 pm ET: ""If North Korea even attempts to try and threaten the United States or any one of our al…",65
366,0.7717,0.0,0.539,@FoxNews,0.461,"Moments ago, @FLOTUS called for charitable giving as the holidays approach. https://t.co/bMqn6mBKMs",66
367,-0.3384,0.107,0.893,@FoxNews,0.0,".@nikkihaley on North Korea sanctions: ""The last time [China] completely cut off the oil, North Korea came to the t… https://t.co/KddIYS43iP",67
368,-0.7869,0.318,0.682,@FoxNews,0.0,".@nikkihaley on Jerusalem decision: ""When you bully Israel, you are not helping the peace process. We see Israel as… https://t.co/pxZtiiahOq",68
369,-0.8074,0.422,0.578,@FoxNews,0.0,"California wildfires kill at least 1 as high winds threaten more outbreaks 

https://t.co/9rLHJ0OZFP",69
370,0.4939,0.0,0.738,@FoxNews,0.262,"On @ffweekend, @Varneyco praised @POTUS's handling of the economy. https://t.co/0QufAxXL4E",70
371,0.7003,0.0,0.707,@FoxNews,0.293,".@nikkihaley on Jerusalem decision: ""We will respect anything that the two parties come together on.""… https://t.co/K5Mpz3e8nh",71
372,0.2732,0.0,0.877,@FoxNews,0.123,".@nikkihaley on Jerusalem decision: ""[@POTUS] strongly believes that those final statuses should be decided between… https://t.co/Ib5Hi7UCF1",72
373,0.0,0.0,1.0,@FoxNews,0.0,".@nikkihaley on Jerusalem decision: ""We didn't set any parameters, we didn't say this was the final status, what we… https://t.co/Iwdk8B9tvQ",73
374,-0.7269,0.217,0.783,@FoxNews,0.0,"RT @EricShawnTV: I anchor @FoxNews at 4 &amp; 6 pm ET: ISIS is defeated in Iraq. Can it last, and will we ultimately defeat the jihad philosoph…",74
375,0.6124,0.0,0.762,@FoxNews,0.238,".@nikkihaley on backlash of Jerusalem decision: ""Leaders understand that courage is important. We don't do things j… https://t.co/rhZrTA76NQ",75
376,0.0,0.0,1.0,@FoxNews,0.0,".@nikkihaley on @POTUS' Jerusalem decision: ""The U.S. has always had it's embassy in the capital city and so Israel… https://t.co/rJ1OLyQAMd",76
377,0.0,0.0,1.0,@FoxNews,0.0,"At his rally Friday in Florida, @POTUS reiterated his hard-line stance on immigration. https://t.co/23mOEFXJ7a https://t.co/KUwWhi4QFG",77
378,0.5388,0.111,0.632,@FoxNews,0.257,".@HeyTammyBruce: ""The Republican Party does not have a really good track record on winning, they don’t have a reall… https://t.co/kg1UAYkZjJ",78
379,0.0,0.0,1.0,@FoxNews,0.0,"On @ffweekend, Mike Eruzione, captain of the 1980 US Men's Olympic Hockey team, gave his take on whether athletes s… https://t.co/o3VImAYcWa",79
380,0.0,0.0,1.0,@FoxNews,0.0,"On @ffweekend, @LawrenceBJones3 slammed those claiming that @POTUS and his campaign colluded with Russia. https://t.co/ouaMEfWl5F",80
381,0.0,0.0,1.0,@FoxNews,0.0,".@PeterRoskam: ""We've got to figure out how to give more middle income tax relief."" https://t.co/0DKmHTLoHe",81
382,0.0,0.0,1.0,@FoxNews,0.0,TONIGHT: Brian @Kilmeade Goes Inside the Life and Legacy of Andrew Jackson - Tune in at 8p &amp; 11p ET on Fox News Cha… https://t.co/bLxYx2BMk8,82
383,0.3612,0.0,0.706,@FoxNews,0.294,Do you agree with @JudgeJeanine? https://t.co/gllDDJFkna https://t.co/ZTS5lXkiZ3,83
384,0.34,0.0,0.821,@FoxNews,0.179,"Hillary Clinton portrait alerts security dogs, causes road closures in Miami https://t.co/crgFOpuz1m",84
385,-0.7351,0.237,0.763,@FoxNews,0.0,"""[Medgar Evers] fought in Normandy in the 2nd World War, and when he came back home to Mississippi he kept fighting… https://t.co/vzgXzE8nlC",85
386,-0.6249,0.313,0.687,@FoxNews,0.0,.@RepPeteKing: Worst Thing @POTUS Could Do Is Remove Mueller https://t.co/PkH1lj73CG,86
387,-0.1531,0.082,0.918,@FoxNews,0.0,".@MariaBartiromo: ""What do you do about a politicization of the @FBI?""

Former AG Mukasey: ""You expose it and stop… https://t.co/SmXClYD5q1",87
388,-0.2732,0.244,0.593,@FoxNews,0.163,Swiss woman angry over champagne refusal ejected from plane https://t.co/DsVESiiYWO,88
389,-0.8074,0.422,0.578,@FoxNews,0.0,"California wildfires kill at least 1 as high winds threaten more outbreaks 

https://t.co/9rLHJ0OZFP",89
390,-0.3818,0.147,0.776,@FoxNews,0.078,RT @EricShawnTV: A top #UN official goes to North Korea. Will the visit help...or hurt? Here's @AmbJohnBolton @FoxNews with me: https://t.c…,90
391,0.296,0.0,0.784,@FoxNews,0.216,News Alert: Roy Moore campaign releases @POTUS robocall. https://t.co/qOHk1nyEST,91
392,-0.8442,0.394,0.606,@FoxNews,0.0,Post reporter Trump wants fired for 'bad tweet' resigned from paper in 2010 after similar incident https://t.co/PrZOcoisFn,92
393,0.4939,0.0,0.738,@FoxNews,0.262,"On @ffweekend, @Varneyco praised @POTUS's handling of the economy. https://t.co/GhimqtVYBZ",93
394,0.3818,0.0,0.86,@FoxNews,0.14,"On @WattersWorld, @PressSec Sarah Sanders slammed former President @BarackObama for taking credit for the economy u… https://t.co/fYNHug8kf5",94
395,-0.128,0.203,0.629,@FoxNews,0.168,Watch: Palestinian stabs Israeli security guard in Jerusalem https://t.co/ker49EDaoa #FoxNewsWorld https://t.co/yVFS9DLhWW,95
396,0.0,0.0,1.0,@FoxNews,0.0,Three members of the San Francisco @49ers kneel during the national anthem before their game against the… https://t.co/QZorKyM2jj,96
397,0.5267,0.0,0.812,@FoxNews,0.188,"@GOPLeader: ""I have never watched a President so engaged... He wants to keep his promise to create more jobs and ma… https://t.co/1JcTSYIigS",97
398,-0.9231,0.451,0.549,@FoxNews,0.0,"Israel is 'terrorist state' that 'kills children,' Turkish president says, as violence flares in Lebanon after Trum… https://t.co/XfuD9pQOgy",98
399,0.0,0.0,1.0,@FoxNews,0.0,Firefighters dealing with major new flare up of wildfires in Southern California; @WillCarrFNC reports. https://t.co/oh5SGMNpeN,99
400,0.0,0.0,1.0,@nytimes,0.0,Op-Ed Columnist: Susan Collins and the Duping of Centrists https://t.co/sGjJ28NHxJ,0
401,-0.5574,0.286,0.714,@nytimes,0.0,"In a Blow to Hamas, Israel Destroys Tunnel From Gaza https://t.co/qvmAm1MCIY",1
402,0.34,0.113,0.645,@nytimes,0.242,"""Dark"" plays like a slower, artsier, more complicated take on ""Stranger Things,"" our critic writes https://t.co/mwFkGjnwjd",2
403,0.0,0.0,1.0,@nytimes,0.0,2017: The Year in New York https://t.co/oMSRlih8ib,3
404,-0.743,0.344,0.656,@nytimes,0.0,President Trump called for a Washington Post reporter to be fired over a misleading tweet https://t.co/NLAYpP1rDI,4
405,-0.5267,0.167,0.833,@nytimes,0.0,"Melting glaciers, wicked hot summers, water crises. These are the climate stories to read from this year. https://t.co/6tmy4MU3z0",5
406,-0.3597,0.122,0.878,@nytimes,0.0,A dying man had “do not resuscitate” tattooed on his chest. Doctors said it “produced more confusion than clarity.” https://t.co/d1C8KThhvB,6
407,0.4019,0.0,0.597,@nytimes,0.403,The Look: After-School Special https://t.co/MDkn8XkFiy,7
408,0.6652,0.14,0.613,@nytimes,0.247,The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/VYh6cV0i4H,8
409,0.0,0.0,1.0,@nytimes,0.0,Op-Ed Contributor: The Man Who Danced on the Heads of Snakes https://t.co/WBlhVk3eLq,9
410,-0.296,0.099,0.901,@nytimes,0.0,The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/tgad1uL3Qp,10
411,0.4173,0.0,0.866,@nytimes,0.134,"Luke Skywalker’s lineage is a narrative backbone in ""Star Wars."" So it's natural to wonder: who are Rey's parents?… https://t.co/w9Mfts2iaA",11
412,-0.5859,0.275,0.725,@nytimes,0.0,How ISIS Produced Its Cruel Arsenal on an Industrial Scale https://t.co/afprGpE6NB,12
413,-0.4767,0.11,0.89,@nytimes,0.0,"RT @nytopinion: Over the last 50 years or so, the rules about a woman’s place were shattered. I saw all this happen, and it knocks me out w…",13
414,0.0,0.0,1.0,@nytimes,0.0,"Porgs, Ewoks and Rathtars: A Field Guide to ‘Star Wars’ Creatures https://t.co/S6siGWTZYo",14
415,-0.7835,0.417,0.583,@nytimes,0.0,Boris Johnson leaves Tehran without a clear statement on imprisoned Brits and a tank dispute https://t.co/M9iwZQJbF4,15
416,-0.3818,0.157,0.843,@nytimes,0.0,An NYT reader's reaction to an article about President Trump’s daily fight for self-preservation… https://t.co/F705vf9Qoi,16
417,-0.3415,0.266,0.575,@nytimes,0.159,"“The Disaster Artist” had a very strong weekend, taking in $6.4 million in relatively limited release https://t.co/aqQ9xFGouJ",17
418,0.0,0.0,1.0,@nytimes,0.0,Louis C.K. will buy back the rights to his film after sexual misconduct allegations led to the movie’s shelving https://t.co/F92nFIGdzZ,18
419,0.0,0.0,1.0,@nytimes,0.0,"This ""Odyssey"" strips away formulaic language to let the characters take center stage https://t.co/EMx7fd4Q8S",19
420,0.3182,0.077,0.773,@nytimes,0.149,Sometimes it’s hard to keep track of what’s arriving when. But we’re here to help. https://t.co/peCXk6zyrC,20
421,0.0,0.0,1.0,@nytimes,0.0,"Alexandra Bell puts The New York Times under the microscope, and offers her own “counternarratives” of the news… https://t.co/kPDfkmDx1g",21
422,-0.6597,0.197,0.803,@nytimes,0.0,"“We were all born to die.” In our video, we follow a mother who fights her own personal demons as her son fights ca… https://t.co/s69owvxKdo",22
423,0.0,0.0,1.0,@nytimes,0.0,A tour of Los Angeles’s flourishing pot scene https://t.co/lzSpDtPJkq,23
424,0.5719,0.0,0.761,@nytimes,0.239,"In a live TV remake of the holiday classic ""A Christmas Story,"" Jane Krakowski plays Ralphie's teacher https://t.co/r1s6lxmM05",24
425,-0.4588,0.158,0.842,@nytimes,0.0,"As Alabama's Senate race winds down, residents are lamenting that policy issues didn't seize the spotlight https://t.co/5RaJtzyHAg",25
426,0.2023,0.0,0.795,@nytimes,0.205,"The week’s top stories, and a look ahead https://t.co/zoAsvlH7W5",26
427,0.0,0.0,1.0,@nytimes,0.0,RT @danielle_ivory: NEW: Confidential internal EPA documents obtained by the @nytimes show that a slowdown of enforcement coincides with po…,27
428,0.6369,0.0,0.811,@nytimes,0.189,"RT @nytimesbooks: Did you love ""Brown Girl Dreaming""? @JackieWoodson will publish 2 new books for young readers next year. https://t.co/9jj…",28
429,0.0498,0.151,0.69,@nytimes,0.159,"Watching the ""Me, Too"" campaign, some particularly courageous Afghan women are more willing to talk about assaults https://t.co/Ws52CUJm2o",29
430,-0.5574,0.284,0.606,@nytimes,0.11,"He's 22, she's 81, and their friendship is melting hearts. A forgotten war orphan. The weird pot scene in L.A. https://t.co/epDpoj7vEX",30
431,0.6652,0.14,0.613,@nytimes,0.247,The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/M0Gfsl6tft,31
432,-0.296,0.099,0.901,@nytimes,0.0,The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/eN6Wg9hVRo,32
433,-0.4939,0.208,0.792,@nytimes,0.0,“There is no place for anti-Semitism in our Swedish society. The perpetrators will answer for their crimes.” https://t.co/4MdjtivD9Z,33
434,0.0,0.0,1.0,@nytimes,0.0,Pick up the phone rather than relying on apps https://t.co/j2WY3UJNOs,34
435,0.0,0.0,1.0,@nytimes,0.0,The map was expected to sell for over $1 million but was withdrawn from a Christie's sale https://t.co/yfDF7nfIXE,35
436,0.0,0.0,1.0,@nytimes,0.0,Who are Rey's parents? The internet has theories. https://t.co/YnIOnS6jJX https://t.co/U4qIOOS7Rt,36
437,0.4215,0.0,0.877,@nytimes,0.123,Watch: Ashley Iorio and David Sands met at the United States Naval Academy and were wed on Veterans Day #Daily360… https://t.co/zsM8BN4HxV,37
438,0.0,0.0,1.0,@nytimes,0.0,"In an improbable turn of events, the sound of silence went viral https://t.co/oLYdOmma20",38
439,0.0,0.0,1.0,@nytimes,0.0,"How to know if an app is appropriate for children, or even educational https://t.co/4LqtR4iPFg",39
440,0.5106,0.0,0.751,@nytimes,0.249,At center stage of what looked like a Nine Inch Nails concert was Taylor Swift https://t.co/ByBFKKZWg1,40
441,0.4019,0.0,0.863,@nytimes,0.137,"Senator Richard Shelby, a fixture of Republican politics in Alabama, said on national television that the party cou… https://t.co/zJePeEuBgO",41
442,0.3818,0.153,0.597,@nytimes,0.25,Opinion: It's been brutal for anyone who believes America’s public lands are best left in their natural state https://t.co/LzyFFs4u9h,42
443,0.3612,0.163,0.571,@nytimes,0.265,We’re interested in hearing from parents whose children faced a serious illness. We invite you to share your experi… https://t.co/U9UaNOtkNf,43
444,0.0,0.0,1.0,@nytimes,0.0,"“They gave me 50/50, but we’ve changed it to 51/49, so that I have the upper hand."" https://t.co/WpJn4eejKV https://t.co/VZqrtaXUDY",44
445,-0.743,0.344,0.656,@nytimes,0.0,President Trump called for a Washington Post reporter to be fired over a misleading tweet https://t.co/60rquXrO18,45
446,-0.2263,0.106,0.894,@nytimes,0.0,Thousands of protesters chanted slogans against Trump’s decision to recognize Jerusalem as the capital of Israel https://t.co/icMzSfgJ0k,46
447,0.6249,0.0,0.746,@nytimes,0.254,Rising incomes allow China’s retirees to enjoy a retirement that would have been unthinkable for their parents https://t.co/w4gBshsfmM,47
448,0.0,0.0,1.0,@nytimes,0.0,RT @EricLiptonNYT: There's widespread evidence that the Trump admin has been rolling back federal regulations. How about enforcement target…,48
449,-0.3382,0.333,0.455,@nytimes,0.212,@lucasgrindley We lost that challenge. Sorry about the error. Thanks for catching it! https://t.co/sZeNajXoe4,49
450,-0.7506,0.368,0.632,@nytimes,0.0,The EPA under President Trump has slowed down efforts to punish polluters https://t.co/R1s7qP5oTR,50
451,-0.1007,0.265,0.556,@nytimes,0.179,@AnonyMs_One Thanks for alerting us to the error. Sorry about that! https://t.co/sZeNajXoe4,51
452,0.8555,0.0,0.625,@nytimes,0.375,"Modern Love: What 9 years of therapy and ""open"" Scrabble taught her about love https://t.co/qAJC03ajuk (Correction:… https://t.co/SepmMvhYqT",52
453,-0.5423,0.239,0.697,@nytimes,0.065,Max Clifford was serving an 8-year sentence for sexual offenses against victims as young as 15 https://t.co/XqLWWte10z,53
454,0.0,0.0,1.0,@nytimes,0.0,Your cat tattoo can have your actual cat in it https://t.co/4pxWo0GJ4F,54
455,0.0,0.0,1.0,@nytimes,0.0,"We interviewed members of 7 families who have spoken to parents, grandparents, sons or daughters about sexual assau… https://t.co/RGe2KNXXEI",55
456,0.1298,0.0,0.939,@nytimes,0.061,"In most places, a dollar is a dollar. But in the tax plan, the amount you make may be less important than how you m… https://t.co/Zx7pr7K69P",56
457,0.6486,0.0,0.725,@nytimes,0.275,"Ojai is a picturesque town known for healthy, spiritual living. The California fires have disrupted that. https://t.co/bPYRgMz3es",57
458,0.4404,0.0,0.868,@nytimes,0.132,Some consumers are finding they can get a better deal on prescription drugs by leaving their insurance cards at home https://t.co/qK3Wrewxyp,58
459,0.0,0.0,1.0,@nytimes,0.0,"The Stone: For Veterans, a Path to Healing ‘Moral Injury’ https://t.co/69S0AXL1cF",59
460,0.5106,0.102,0.667,@nytimes,0.231,"Trump sees the presidency as a prize he must fight to protect every waking moment, and Twitter is his Excalibur… https://t.co/6aEvx25mLU",60
461,0.0,0.0,1.0,@nytimes,0.0,"Jerusalem is not just its postcard vistas. The day-in, day-out friction can be draining. https://t.co/kQqIbm7cqC",61
462,0.2584,0.0,0.903,@nytimes,0.097,"“Please do not shoot me"": Newly released body camera footage shows a police officer shooting an unarmed man in Ariz… https://t.co/gN14S1iQu1",62
463,-0.2263,0.16,0.84,@nytimes,0.0,Protests in Lebanon Near U.S. Embassy After Trump’s Jerusalem Decision https://t.co/rhTl1as2l0,63
464,0.0,0.0,1.0,@nytimes,0.0,"92 Somali citizens were flown out of the U.S. under orders of deportation, but their plane never made it to Somalia https://t.co/o0dc6Jm9A2",64
465,-0.3182,0.113,0.887,@nytimes,0.0,"What Trump’s decision to recognize Jerusalem as Israel’s capital means for the city, the conflict and the world https://t.co/TMzXarFvfL",65
466,0.5574,0.0,0.714,@nytimes,0.286,Janet Yellen Didn’t Set Out to Be a Feminist Hero https://t.co/ZBBXFKq6qG,66
467,0.0,0.0,1.0,@nytimes,0.0,"How Luke Bryan and Blake Shelton, 2 of Nashville’s biggest stars, are adapting to country’s new ways https://t.co/v9ZM6v9Rqr",67
468,-0.2263,0.242,0.605,@nytimes,0.153,She survived a brain tumor at age 4. It was just the start of her fight. https://t.co/JmOzuWU2wz,68
469,0.4767,0.0,0.78,@nytimes,0.22,A new way of measuring school performance turns up some unexpected winners https://t.co/gU9YlIGWja,69
470,0.0,0.0,1.0,@nytimes,0.0,"The Power of Touch, Especially for Men https://t.co/ZM0Vsniy2Z",70
471,-0.296,0.199,0.663,@nytimes,0.138,"After the death of a young son, can a long road trip help a family to heal? https://t.co/PqFvd8sU6r",71
472,0.0,0.0,1.0,@nytimes,0.0,"Tens of thousands of people said goodbye and ""Merci, Johnny"" to the French rocker Johnny Hallyday in Paris https://t.co/NIAg0tdWJa",72
473,-0.5423,0.28,0.72,@nytimes,0.0,"‘S.N.L.,’ Santa and James Franco Relentlessly Tackle Sexual Harassment https://t.co/kgdLeYncPO",73
474,0.0,0.0,1.0,@nytimes,0.0,"""To me, the college send-off was not a blues for Chloe. It was a celebration."" https://t.co/btkS6LZCJt",74
475,-0.5972,0.246,0.754,@nytimes,0.0,He defected from North Korea more than 3 decades ago. So why won't the South accept him? https://t.co/ojIaNT0KB1,75
476,0.7351,0.0,0.733,@nytimes,0.267,"Ruby Rose has a whole closet dedicated to skin and hair care. ""I consider this all self-care,"" she said. https://t.co/mGUBF2B6h9",76
477,0.0772,0.0,0.909,@nytimes,0.091,"Actually, you do want to know how this sausage gets made https://t.co/SDmBZBmDkJ via @NYTScience",77
478,0.4404,0.0,0.707,@nytimes,0.293,8 ways to have a better relationship in 2018 https://t.co/VlRuKBEKvC,78
479,0.0,0.0,1.0,@nytimes,0.0,An algorithm analyzed 52 million dolphin clicks. It found 7 distinct types of sounds. https://t.co/noyluyBGrH,79
480,-0.5106,0.202,0.798,@nytimes,0.0,Older Venezuelans who have migrated say that arguably the biggest hardship is starting over in their sunset years https://t.co/Z9RfqIqtuH,80
481,0.0,0.0,1.0,@nytimes,0.0,How to use an Instant Pot https://t.co/1nJIGi8N8Y https://t.co/C2Ic2vzmmg,81
482,0.0,0.0,1.0,@nytimes,0.0,Macron Steps Into Middle East Role as U.S. Retreats https://t.co/mSiyzgup8j,82
483,0.0,0.0,1.0,@nytimes,0.0,These almond cookies need just 4 ingredients https://t.co/WxR0qJfsHF,83
484,0.0,0.0,1.0,@nytimes,0.0,"It has been several generations since Haiti was a major tourist destination, but it may become one again https://t.co/JpUVdMThi8",84
485,0.8225,0.0,0.677,@nytimes,0.323,Many athletes have been told that smiling while sweating will make our efforts feel easier. But is it actually true? https://t.co/i9wPDL8lm8,85
486,0.6369,0.0,0.588,@nytimes,0.412,The best TV shows of 2017 https://t.co/b6UzsqJTb8,86
487,-0.25,0.087,0.913,@nytimes,0.0,Trump reduced the size of 2 monuments this week and plans for many others are unclear. We explored a few of those p… https://t.co/lXFtPoN4kO,87
488,0.2023,0.0,0.909,@nytimes,0.091,"Here's how to get your body and mind in top shape in 2018, whatever that means for you https://t.co/xcs0zL1z12",88
489,0.6369,0.0,0.826,@nytimes,0.174,"Maybe your love of “Star Wars” runs deep. Maybe you're a newbie. We catch you up ahead of ""The Last Jedi.""… https://t.co/tJHSnELSGV",89
490,0.0,0.0,1.0,@nytimes,0.0,26 casseroles for cold nights https://t.co/K2t598jCUP https://t.co/q5OEUXrScn,90
491,0.3818,0.0,0.867,@nytimes,0.133,"In “Home,” an entire house is custom built, room by room, on stage before your astonished eyes https://t.co/XpinY2NTHL",91
492,0.4939,0.0,0.849,@nytimes,0.151,Here’s how to become part of the small group of people that successfully achieve their New Year's resolution https://t.co/oBxWcJxlTM,92
493,0.8481,0.0,0.685,@nytimes,0.315,"Come what may March 4, the night of the Academy Awards, Jordan Peele can take comfort in knowing that he already won https://t.co/O4qbsj7ES8",93
494,0.34,0.0,0.888,@nytimes,0.112,Permits to hunt bighorn sheep are auctioned for hundreds of thousands of dollars. That money has helped revive shee… https://t.co/ZEn0lB4s4S,94
495,-0.3818,0.12,0.88,@nytimes,0.0,"For other presidents, every day is a test of how to be a leader. For Trump, it is a battle for self-preservation. https://t.co/h9vM7JniGT",95
496,0.0,0.0,1.0,@nytimes,0.0,"Heisman Trophy Goes to Baker Mayfield, Explosive Oklahoma Quarterback https://t.co/rSRFbYIURB",96
497,0.3182,0.0,0.887,@nytimes,0.113,"Remember Emma Stone’s cringe-worthy one-woman show in “La La Land”? With a wig and a wink, these guys sure do. https://t.co/oLlFzwiROf",97
498,0.0,0.0,1.0,@nytimes,0.0,Do not microwave an egg. https://t.co/yeALzNGtnc,98
499,0.0,0.0,1.0,@nytimes,0.0,"“You hit a patch of ice on a turn, that’s it,” said one AAA official. https://t.co/1zyynodghf",99
